6.76065 10.7157
6.34872 10.4239
6.34872 10.1904
5.8631 9.78891
5.8631 9.54031
5.86141 9.30831
5.82172 9.02489
5.86141 8.84643
5.66139 8.30587
5.66139 8.0688
5.43097 7.71108
5.31466 7.46695
5.31466 7.20846
5.31466 7.01922
5.38429 6.93418
5.36247 6.82241
5.15904 6.7143
5.15904 6.69155
5.04566 6.55259
5.04566 6.53515
4.87405 6.4511
4.74446 6.48203
4.74446 6.42669
4.74446 6.38528
4.73671 6.43552
4.73671 6.33346
4.73671 6.30465
4.74446 6.37189
4.74446 6.2951
4.35201 6.18037
4.52251 6.21832
4.49686 6.17133
4.49686 6.11461
4.49686 6.07375
4.27376 6.05767
4.49686 5.92441
4.49686 5.83226
4.36469 5.73778
4.36469 5.7826
4.28822 5.75797
4.28822 5.7531
4.28822 5.63975
4.25905 5.66525
4.25905 5.64351
4.25905 5.57262
4.25905 5.58505
4.18361 5.49224
4.18361 5.45444
3.72254 5.40129
3.72254 5.27799
3.65205 5.18284
3.65205 5.1662
3.72254 5.14213
3.72254 5.11784
3.72254 5.08658
3.72254 5.10087
3.71479 5.07035
3.70098 5.04019
3.55507 4.9294
3.55507 4.83421
3.39532 4.79077
3.39532 4.77863
3.30184 4.80004
3.29456 4.70659
3.39532 4.66072
3.23141 4.54888
3.23141 4.48257
3.23141 4.49164
3.23141 4.47316
3.19869 4.38496
3.09712 4.3009
3.19869 4.32089
3.19245 4.20966
3.13356 4.14235
3.13356 4.02828
3.12252 4.02538
2.9501 4.11709
2.89664 4.06276
2.5812 4.05676
2.89664 4.0298
2.89664 4.03968
2.87193 3.99056
2.89664 3.9168
2.88889 3.9566
2.88889 3.93701
2.81044 3.88774
2.81044 3.8689
2.81044 3.93457
2.69521 3.82347
2.81507 3.81024
2.80921 3.80619
2.81819 3.73267
2.81819 3.68763
2.81819 3.69027
2.81819 3.69274
2.70918 3.75148
2.73014 3.66951
2.73014 3.66759
2.73014 3.63418
2.73014 3.65054
2.6441 3.66389
2.58679 3.60005
2.58679 3.48984
2.55374 3.53241
2.55374 3.56181
2.55374 3.51652
2.55374 3.38357
2.55374 3.47484
2.54388 3.45166
2.54388 3.45053
2.54388 3.40683
2.55129 3.36853
2.55129 3.44061
2.48297 3.34615
2.51271 3.31543
2.51271 3.33402
2.51271 3.28603
2.41842 3.2303
2.41817 3.2702
2.41817 3.29485
2.41817 3.24954
2.41817 3.24992
2.41817 3.23076
2.41817 3.23007
2.31463 3.22096
2.31463 3.17888
2.31463 3.15056
2.25562 3.13273
2.28992 3.10982
2.28992 3.08958
2.28992 3.15105
2.28539 3.08061
2.28539 3.07781
2.23643 3.0899
2.23643 3.11093
2.23643 3.11868
2.20255 3.0862
2.20255 3.041
2.20255 3.04059
2.20255 3.01352
2.20255 3.0128
2.19914 2.96154
2.19914 2.92806
2.19914 2.9222
2.19914 2.92716
2.12947 2.88906
1.9972 2.91595
1.9972 2.875
2.12947 2.84708
2.08028 2.85055
1.97415 2.81428
1.97415 2.74415
1.97415 2.80528
1.93959 2.81433
1.83833 2.76669
1.83833 2.78675
1.83467 2.73265
1.83467 2.71767
1.83833 2.72347
1.83833 2.73238
1.83833 2.70988
1.83833 2.64898
1.83833 2.66784
1.83833 2.67415
1.78474 2.58069
1.78474 2.64325
1.78474 2.67038
1.78474 2.59947
1.78474 2.57763
1.78003 2.49683
1.7734 2.48826
1.76811 2.46279
1.76811 2.39353
1.76811 2.39559
1.6117 2.37645
1.6117 2.38283
1.7218 2.37781
1.6994 2.3255
1.6994 2.32926
1.6994 2.33548
1.6994 2.29726
1.68992 2.34174
1.68992 2.33257
1.68992 2.31466
1.62678 2.26399
1.62678 2.33076
1.62678 2.29523
1.66949 2.25545
1.64277 2.28947
1.63806 2.24471
1.63806 2.20472
1.58121 2.17555
1.5666 2.17805
1.59326 2.20091
1.55395 2.2526
1.55395 2.20774
1.52128 2.191
1.52128 2.13727
1.55395 2.18374
1.46046 2.1563
1.51618 2.11123
1.50691 2.1029
1.46913 2.10472
1.42115 2.13922
1.42115 2.09229
1.46913 2.06278
1.41626 2.04311
1.42115 2.10612
1.374 2.0734
1.374 2.13612
1.42115 2.0486
1.41167 1.99283
1.40773 2.02451
1.374 2.03523
1.374 1.98009
1.40773 1.97072
1.39926 1.96628
1.38584 1.91184
1.33868 1.98711
1.33868 1.98306
1.33868 1.89639
1.34679 1.93637
1.34679 1.95214
1.34679 1.90314
1.34679 1.91075
1.34679 1.94187
1.3249 1.90156
1.3249 1.90679
1.3249 1.84944
1.29578 1.82874
1.29578 1.89697
1.29578 1.82649
1.29963 1.90485
1.29963 1.87902
1.3249 1.85334
1.3249 1.86375
1.3249 1.869
1.3249 1.81496
1.3249 1.80758
1.3249 1.83468
1.3249 1.84051
1.3249 1.80262
1.29963 1.75818
1.3249 1.82024
1.31147 1.83403
1.3249 1.78893
1.2862 1.8283
1.2862 1.8187
1.27774 1.77962
1.27774 1.82073
1.27774 1.82518
1.27774 1.81686
1.27774 1.79478
1.27774 1.79355
1.27774 1.74654
1.27774 1.76578
1.27774 1.80155
1.27774 1.74631
1.27774 1.77646
1.27774 1.76523
1.27774 1.77109
1.27774 1.73923
1.26431 1.78292
1.26431 1.72477
1.27774 1.78999
1.27774 1.78441
1.26431 1.7777
1.26431 1.76938
1.15794 1.71727
1.15794 1.74662
1.15794 1.68976
1.15794 1.71783
1.15794 1.73596
1.15794 1.70032
1.15794 1.72012
1.15794 1.71751
1.15794 1.68507
1.15794 1.69231
1.15794 1.67979
1.15794 1.71625
1.15794 1.72338
1.15794 1.74649
1.15794 1.74259
1.15794 1.72952
1.15794 1.72166
1.15794 1.72867
1.15794 1.73947
1.15794 1.71013
1.15794 1.66955
1.15794 1.71112
1.15794 1.69778
1.15323 1.77262
1.15323 1.67342
1.15323 1.70881
1.15323 1.66453
1.15794 1.6967
1.15794 1.69386
1.15794 1.6799
1.15794 1.63829
1.15323 1.67095
1.14451 1.65212
1.14451 1.67632
1.14451 1.62229
1.1398 1.65807
1.1398 1.60857
1.1398 1.62502
1.1398 1.5333
1.1398 1.62731
1.1398 1.62414
1.1398 1.65868
1.1398 1.62413
1.13685 1.57455
1.13685 1.59648
1.1398 1.558
1.1398 1.58141
1.1398 1.5653
1.1398 1.55986
1.1398 1.5439
1.1398 1.58989
1.1398 1.51983
1.1398 1.55787
1.1398 1.62081
1.1398 1.57485
1.1398 1.5911
1.1398 1.57553
1.14451 1.58475
1.14451 1.58934
1.14451 1.54213
1.14451 1.53997
1.14451 1.50746
1.14451 1.51804
1.14451 1.54969
1.14451 1.55985
1.14451 1.57863
1.14451 1.5625
1.14451 1.5323
1.13373 1.53773
1.13373 1.55267
1.13373 1.60388
1.13373 1.57301
1.1398 1.53313
1.1398 1.57655
1.13544 1.54906
1.13544 1.52106
1.13544 1.51481
1.13544 1.54756
1.1398 1.53561
1.1398 1.53956
1.1398 1.57703
1.1398 1.54416
1.1398 1.55163
1.13214 1.51962
1.13214 1.52216
1.13214 1.54023
1.13214 1.57384
1.13214 1.56416
1.13214 1.49753
1.13214 1.47788
1.13214 1.5903
1.13214 1.46749
1.13214 1.56847
1.13214 1.59498
1.13373 1.54341
1.13373 1.53454
1.13373 1.54331
1.13373 1.54816
1.13373 1.56138
1.13214 1.52594
1.13482 1.61206
