0 -0.422629 0
1 -0.434527 0.011898
2 -0.435763 0.00697957
3 -0.432097 0.00614776
4 -0.433617 0.00499892
5 -0.436852 0.00520761
6 -0.440309 0.00559661
7 -0.440902 0.00488305
8 -0.443403 0.00497956
9 -0.443327 0.00445449
10 -0.445609 0.00463034
11 -0.446471 0.00431389
12 -0.447271 0.00404814
13 -0.448198 0.00386083
14 -0.449034 0.00369018
15 -0.449572 0.00349344
16 -0.45055 0.00342409
17 -0.447697 0.00430791
18 -0.447975 0.00408431
19 -0.446972 0.00400218
20 -0.44561 0.00404329
21 -0.442777 0.00478444
22 -0.44011 0.00529233
23 -0.43807 0.00546253
24 -0.436521 0.00546343
25 -0.436634 0.0052503
26 -0.437546 0.00513368
27 -0.438601 0.00505831
28 -0.437079 0.00511258
29 -0.437405 0.00494997
30 -0.43869 0.00495695
31 -0.438255 0.00481919
32 -0.438143 0.00467223
33 -0.438238 0.00453373
34 -0.437816 0.00442249
35 -0.437993 0.00430153
36 -0.43835 0.00419887
37 -0.437664 0.00414395
38 -0.437044 0.00408369
39 -0.437922 0.00407586
40 -0.438709 0.00405254
41 -0.436721 0.00442677
42 -0.436378 0.00433618
43 -0.437033 0.00428679
44 -0.436294 0.00425511
45 -0.437078 0.00423483
46 -0.437438 0.00415934
47 -0.437792 0.00408716
48 -0.437943 0.00400572
49 -0.43721 0.0039926
50 -0.437557 0.00392885
51 -0.437216 0.00386761
52 -0.437 0.00380007
53 -0.436556 0.0037554
54 -0.43653 0.00368658
55 -0.436338 0.00362525
56 -0.436342 0.00356109
57 -0.436753 0.00352314
58 -0.436664 0.00346405
59 -0.436939 0.0034169
60 -0.437428 0.00339591
61 -0.437555 0.0033431
62 -0.437415 0.0032926
63 -0.437796 0.0032631
64 -0.438043 0.00322199
65 -0.437728 0.00318845
66 -0.437467 0.0031513
67 -0.43728 0.00311021
68 -0.437687 0.00309162
69 -0.438117 0.00307737
70 -0.43818 0.00303438
71 -0.43838 0.00299861
72 -0.438065 0.00297399
73 -0.438655 0.00299225
74 -0.439214 0.00300448
75 -0.439506 0.00297907
76 -0.439478 0.00294026
77 -0.439404 0.00290327
78 -0.439634 0.00287544
79 -0.439704 0.00284015
80 -0.438478 0.00306123
81 -0.438302 0.00302879
82 -0.438451 0.00299578
83 -0.43847 0.00295997
