6.76065 9.75019
6.76806 9.58175
6.76806 9.32177
6.06554 9.09805
5.11901 8.87734
5.11901 8.68854
5.11901 8.36229
4.87731 8.05384
4.87731 7.78711
4.45784 7.5819
4.45784 7.27377
4.43323 6.93448
4.42007 6.44527
4.27505 5.80071
3.95294 5.4333
3.95128 5.20296
3.7847 5.11658
3.95294 5.0396
3.95294 4.99725
3.95294 4.95648
3.91516 4.93025
3.95294 4.91312
3.95294 4.89108
3.88672 4.89336
3.88672 4.86098
3.40652 4.83005
3.95294 4.83712
3.94635 4.85268
3.94635 4.80818
3.71969 4.77371
3.71969 4.7465
3.82454 4.73223
3.88474 4.68334
3.71969 4.63155
3.72724 4.55494
3.73163 4.57406
3.62645 4.53924
3.46289 4.53739
3.62645 4.51046
3.62645 4.52761
3.2303 4.50498
3.2303 4.45871
3.41993 4.43905
3.40587 4.4226
3.40587 4.40266
3.36216 4.37039
3.25231 4.33648
3.25231 4.33484
3.25231 4.32096
3.201 4.28489
3.201 4.28848
3.13929 4.20384
3.13929 4.18432
3.15713 4.20409
3.06961 4.19599
3.15713 4.14623
3.10631 4.13734
3.15713 4.04879
2.98168 3.97871
2.98168 3.88453
3.09553 3.8216
2.99434 3.73665
2.9208 3.67014
2.93824 3.67705
3.03011 3.71126
2.80327 3.62676
2.79807 3.69052
2.79807 3.63316
2.7426 3.62855
2.7426 3.64187
2.73739 3.59182
2.7426 3.60587
2.7426 3.56643
2.7426 3.49422
2.7426 3.44889
2.7426 3.44007
2.71887 3.44718
2.53914 3.42475
2.53914 3.41853
2.51541 3.39676
2.50423 3.36427
2.50961 3.38799
2.50961 3.3933
2.50961 3.32491
2.52334 3.27408
2.53264 3.23841
2.53914 3.24219
2.51541 3.19572
2.51541 3.16626
2.51541 3.13454
2.5103 3.0739
2.40431 3.04648
2.41337 2.99719
2.41337 2.99064
2.43599 2.9645
2.47061 2.96181
2.39676 2.92751
2.38058 2.87271
2.26046 2.8781
2.26046 2.8709
2.29467 2.82035
2.3291 2.87053
2.17588 2.89671
2.17588 2.8732
2.18128 2.85273
2.29386 2.80727
2.18128 2.79673
2.18128 2.77045
2.18128 2.69953
2.193 2.70679
2.16601 2.66185
2.17099 2.66259
2.17099 2.66524
2.17099 2.63454
2.06816 2.64468
2.01528 2.64196
1.97292 2.60455
2.01528 2.61623
2.01528 2.6087
2.01528 2.58024
2.01528 2.54511
2.01528 2.50298
2.01528 2.47232
1.9995 2.46075
1.9995 2.42054
1.99841 2.41406
1.92069 2.40394
1.92069 2.45511
1.92069 2.44698
1.92069 2.42667
1.92069 2.41413
1.92069 2.41045
1.92069 2.39328
1.92069 2.3826
1.83478 2.3681
1.91887 2.3312
1.86719 2.31057
1.86719 2.31121
1.87031 2.2848
1.89758 2.29059
1.8821 2.27533
1.86719 2.26911
1.86719 2.27455
1.85502 2.24661
1.81878 2.22241
1.85249 2.2042
1.82194 2.19312
1.81013 2.18982
1.81013 2.17596
1.72538 2.15361
1.72538 2.16063
1.69693 2.09222
1.70978 2.11224
1.70978 2.1021
1.6737 2.11624
1.65423 2.1018
1.70978 2.08982
1.71331 2.10947
1.71331 2.09754
1.70978 2.06003
1.71195 2.0667
1.71331 2.08833
1.71331 2.08453
1.62928 2.10653
1.653 2.09937
1.653 2.08917
1.653 2.08829
1.6478 2.0804
1.6478 2.05877
1.6478 2.04017
1.6478 2.00788
1.6478 2.01536
1.62011 2.01355
1.62011 2.02022
1.62011 1.99617
1.62011 1.99477
1.62227 2.00243
1.62227 2.00435
1.62227 1.99133
1.62227 1.97651
1.62227 1.94215
1.60947 1.91866
1.61707 1.92025
1.59189 1.94571
1.59146 1.94316
1.58264 1.93616
1.61707 1.9155
1.61091 1.8924
1.58324 1.88301
1.60636 1.90843
1.60636 1.90636
1.60636 1.8702
1.60636 1.85958
1.586 1.84692
1.586 1.8483
1.50214 1.84788
1.50214 1.8378
1.50214 1.86518
1.50214 1.85393
1.50214 1.84772
1.48488 1.82598
1.50214 1.84599
1.49743 1.85703
1.49694 1.84532
1.48488 1.82336
1.48488 1.81824
1.48017 1.80996
1.50214 1.83027
1.49743 1.82631
1.49743 1.83471
1.46251 1.84385
1.46251 1.85951
1.46251 1.84363
1.46251 1.80278
1.46251 1.78687
1.46251 1.81202
1.46251 1.79011
1.46251 1.76978
1.46251 1.75235
1.46251 1.75978
1.46251 1.72843
1.44204 1.69795
1.43895 1.68527
1.40892 1.70318
1.40892 1.67499
1.40892 1.67134
1.40892 1.67338
1.40892 1.67775
1.40892 1.69506
1.40892 1.70066
1.40892 1.68136
1.40892 1.6866
1.45731 1.69582
1.45378 1.6834
1.45073 1.64461
1.45073 1.63988
1.419 1.66823
1.44907 1.68777
1.45073 1.68221
1.45073 1.65525
1.45073 1.66187
1.45073 1.64082
1.419 1.63453
1.41085 1.65093
1.41085 1.67764
1.41085 1.64519
1.41085 1.64809
1.41085 1.64216
1.41085 1.65053
1.41085 1.65927
1.41085 1.68082
1.41085 1.65922
1.40614 1.66294
1.41085 1.67731
1.41085 1.6693
1.41085 1.66912
1.41085 1.65411
1.41085 1.65032
1.41085 1.65486
1.41085 1.64578
1.37077 1.62896
1.37077 1.61481
1.41085 1.63086
1.38853 1.63387
1.38853 1.65017
1.38853 1.6685
1.38853 1.65759
1.38853 1.67224
1.41085 1.67156
1.41085 1.66253
1.38614 1.65102
1.38614 1.63859
1.38614 1.66549
1.38614 1.66974
1.38614 1.66744
1.39124 1.67218
1.39124 1.67847
1.39124 1.68617
1.39124 1.69532
1.39124 1.67445
1.39124 1.67612
1.40889 1.66587
1.38614 1.65246
1.40986 1.67276
1.40986 1.6594
1.40986 1.67378
1.41361 1.67284
1.39172 1.65827
1.39172 1.65422
1.39172 1.6535
1.39172 1.63445
1.39172 1.65143
1.39172 1.63628
1.39172 1.65503
