1 0.630355 -0.776307
19 0.880716 -0.473645
27 0.978236 -0.207497
17 0.99249 0.122322
26 0.851375 0.524558
23 0.816122 0.577879
14 0.526881 0.849939
15 0.0428832 0.99908
5 0.276496 0.961015
11 0.846368 0.532598
12 0.934051 0.35714
7 0.997289 0.0735801
29 0.998921 -0.0464386
4 0.951551 -0.307491
20 0.802737 -0.596333
28 0.668724 -0.743511
25 0.507948 -0.861388
13 0.264843 -0.964292
32 0.15281 -0.988256
30 0.0806832 -0.99674
6 0.127682 -0.991815
8 -0.194482 -0.980906
10 -0.666541 -0.745468
16 -0.962962 -0.269638
22 -0.870887 0.491484
31 -0.865748 0.50048
24 -0.965127 -0.261781
18 -0.643398 -0.765532
9 -0.31598 -0.948766
2 0.06736 -0.997729
3 0.310797 -0.950476
21 0.572532 -0.819882
